TRACK_INDEX;TRACK_ID;NUMBER_SPOTS;NUMBER_GAPS;NUMBER_SPLITS;NUMBER_MERGES;NUMBER_COMPLEX;LONGEST_GAP;TRACK_DURATION;TRACK_START;TRACK_STOP;TRACK_DISPLACEMENT;TRACK_X_LOCATION;TRACK_Y_LOCATION;TRACK_Z_LOCATION;TRACK_MEAN_SPEED;TRACK_MAX_SPEED;TRACK_MIN_SPEED;TRACK_MEDIAN_SPEED;TRACK_STD_SPEED;TRACK_MEAN_QUALITY;TOTAL_DISTANCE_TRAVELED;MAX_DISTANCE_TRAVELED;CONFINEMENT_RATIO;MEAN_STRAIGHT_LINE_SPEED;LINEARITY_OF_FORWARD_PROGRESSION;MEAN_DIRECTIONAL_CHANGE_RATE
213.0;213.0;29.0;1.0;0.0;0.0;0.0;1.0;14.5;8.5;23.0;1.9114883239643734;28.450021831726406;14.062782951109499;0.0;0.17724867089587532;0.5020822089985622;0.013081582100011903;0.15523000197742462;0.12269463905046388;3.037127404377378;2.6085849401395373;1.9114883239643734;0.7327682892557544;0.13182678096306025;0.7437391789555469;2.278690864017027
214.0;214.0;20.0;0.0;0.0;0.0;0.0;0.0;9.5;8.5;18.0;0.6174023213527239;30.89707962657211;20.19219076113429;0.0;0.11488109991340245;0.4334782630784828;0.015166971580028601;0.10590455656607767;0.09607514777564242;3.4810369491577147;1.0913704491773233;0.6180460017441567;0.5657128812843729;0.06498971803712883;0.5657128812843729;2.940298557115727
216.0;216.0;40.0;0.0;0.0;0.0;0.0;0.0;19.5;8.5;28.0;1.729045352115766;5.483503516115777;12.703599817979875;0.0;0.11361292393156933;0.29433990739022853;0.011187194900753745;0.1007045289651813;0.07053416677529657;4.258999300003052;2.2154520166656018;1.7550654914575454;0.7804481158287918;0.08866899241619312;0.7804481158287917;2.0602037490699967
219.0;219.0;28.0;0.0;0.0;0.0;0.0;0.0;13.5;9.0;22.5;2.9497658936852886;13.444364585155098;51.03946862120055;0.0;0.2333739796630419;0.7127106567102743;0.04955096131142669;0.21504403402102792;0.15329550203303052;3.6955824068614413;3.150548725451066;2.957787610006479;0.9362705200704264;0.2185011773100214;0.9362705200704265;1.066994274515269
220.0;220.0;25.0;1.0;0.0;0.0;0.0;1.0;12.5;9.0;21.5;2.880384187477775;16.11109480311285;56.48655354079151;0.0;0.23010665415101492;0.5752121231441658;0.01796832340741315;0.21496848251930542;0.1633746579955738;3.3566095447540283;3.0413769496688317;2.880384187477775;0.9470658307551825;0.230430734998222;1.0014083940701446;1.1927410061720558
221.0;221.0;48.0;0.0;0.0;0.0;0.0;0.0;23.5;9.0;32.5;1.9899112108558512;18.021475785913776;27.172928175217233;0.0;0.20817301540549973;0.9164574821256701;0.02247433045145668;0.15445802512265333;0.16918446606049736;4.880093743403752;4.892065862029243;2.2491415094575795;0.40676296414996144;0.08467707280237664;0.4067629641499614;1.5824370507107992
231.0;231.0;35.0;1.0;0.0;0.0;0.0;1.0;17.5;10.0;27.5;2.198700926578184;29.73780739734156;17.935089203033467;0.0;0.15118670382379204;0.3728093297014981;0.044275082374313435;0.1326367953777578;0.08778432501034367;3.6010336535317555;2.6064552923477504;2.198700926578184;0.8435598082320132;0.1256400529473248;0.8310258096092773;1.5194767475550952
234.0;234.0;58.0;1.0;0.0;0.0;0.0;1.0;29.0;9.5;38.5;3.434000680057517;29.12531030770828;27.547239460824862;0.0;0.29137668832066094;2.62556103422128;0.006648480720454221;0.203684097765643;0.3945085325694749;3.703196957193572;9.181804945269768;3.5023612530673556;0.3740006132265559;0.11841381655370749;0.4063942700295664;1.4733797523315675
244.0;244.0;31.0;0.0;0.0;0.0;0.0;0.0;15.0;10.5;25.5;2.6926212882073344;17.93827130526366;45.33127729003147;0.0;0.27280654311379604;3.6903173647511793;0.0052627051797349556;0.13200674815432112;0.6594725291511764;4.040026110987509;4.092098146706941;2.6926212882073344;0.6580050604050599;0.17950808588048897;0.65800506040506;1.1900752571877216
248.0;248.0;19.0;0.0;0.0;0.0;0.0;0.0;9.0;10.5;19.5;2.7237731201820368;24.497857312169042;56.527320175704205;0.0;0.30862144418844095;0.7712596969442328;0.022364632889392444;0.2892271452383984;0.18587328717848095;3.2008651181271204;2.777592997695968;2.7237731201820368;0.9806235551578021;0.3026414577980041;0.9806235551578019;0.5021329243110116
249.0;249.0;31.0;0.0;0.0;0.0;0.0;0.0;15.0;10.5;25.5;2.4887660430209797;16.887522019473508;29.77239676328722;0.0;0.17739258059744195;0.4600233066329478;0.03132911730550292;0.1701423466667776;0.10200832875840829;3.859378507060389;2.6608887089616284;2.4887660430209797;0.9353138425665999;0.16591773620139866;0.9353138425665997;0.8760763005342168
259.0;259.0;19.0;0.0;0.0;0.0;0.0;0.0;9.0;11.5;20.5;1.4873277905097115;15.24396146244559;23.234645023389124;0.0;0.18028188706274767;0.57464747305064;0.02651361268486044;0.1781763846981852;0.13642460923802086;3.7546856528834294;1.622536983564729;1.4873277905097115;0.9166680362761522;0.16525864338996796;0.9166680362761522;1.7462978623701826
263.0;263.0;19.0;0.0;0.0;0.0;0.0;0.0;9.0;11.5;20.5;0.8324737524690895;16.257044992836715;63.9707320561717;0.0;0.10489652176767013;0.22058846201388033;0.013392196885218002;0.09941912626917421;0.06547600076159275;3.2117097126810172;0.9440686959090311;0.8411492187296827;0.881793619549594;0.09249708360767661;0.8817936195495939;1.9114782453843338
267.0;267.0;46.0;1.0;0.0;0.0;0.0;1.0;23.0;11.5;34.5;0.8193146311112295;19.292952190496898;4.511962271123914;0.0;0.18346295156720002;1.1844254116349897;0.03184602387410081;0.10701755462990913;0.2570700502520285;3.1051653260770053;4.195592127628259;1.4133767106813502;0.1952798570947798;0.03562237526570563;0.19416658764839304;2.6409535865553706
272.0;272.0;51.0;2.0;0.0;0.0;0.0;1.0;26.0;12.5;38.5;7.278934027424069;25.87488872337342;35.779667104796886;0.0;0.32461940473059847;1.7581983410402515;0.08572628017427802;0.28143266468953493;0.2693385062148869;3.7858469579734053;9.099041155427557;7.278934027424069;0.7999671507235905;0.2799590010547719;0.8624222611926412;0.6219861949530775
274.0;274.0;19.0;2.0;0.0;0.0;0.0;1.0;10.0;12.5;22.5;2.260591055113231;31.48751830217134;34.01455943823751;0.0;0.35254935256031605;2.815972253729465;0.03249960734143369;0.13232302344751057;0.6814753769895907;3.223163316124364;3.9337900272541546;2.2837690726610185;0.574659816475044;0.2260591055113231;0.6412126525537944;2.001837997348311
282.0;282.0;22.0;1.0;0.0;0.0;0.0;1.0;11.0;12.5;23.5;2.069800254856547;27.673264992421995;43.85028290447589;0.0;0.20410671418130077;0.4281480044816269;0.055720933262679934;0.23186476309872073;0.09500651259047495;3.4909546700390903;2.196186064793265;2.069800254856547;0.9424521392049652;0.18816365953241335;0.9218886320676066;0.7644458020637358
295.0;295.0;27.0;0.0;0.0;0.0;0.0;0.0;13.0;14.0;27.0;3.4702081455162177;25.751693019938248;46.890833133028686;0.0;0.2794992756155065;0.6310453778990247;0.07725172940871458;0.26187407459009715;0.14220641816541307;4.3537679689901845;3.633490583001585;3.4702081455162177;0.9550618245030702;0.26693908811663214;0.9550618245030702;0.5332177040351579
298.0;298.0;28.0;0.0;0.0;0.0;0.0;0.0;13.5;14.5;28.0;1.3473264802611218;20.43488111181889;4.986229477360237;0.0;0.3674556722965883;2.93678412187217;0.023928052093591216;0.17375044532487346;0.6639662692173521;3.4085160408701216;4.960651576003941;1.7328617146450889;0.2716027238797655;0.09980196150082384;0.2716027238797654;1.9067784302580044
316.0;316.0;29.0;0.0;0.0;0.0;0.0;0.0;14.0;15.0;29.0;2.5517370266395556;25.882614092283113;21.988779922309284;0.0;0.19887805456879215;0.39114528982215224;0.030439641619939548;0.19981073011644546;0.10483589013096327;3.5395637545092353;2.78429276396309;2.5517370266395556;0.9164758317323928;0.18226693047425396;0.9164758317323927;1.0607640788169999
317.0;317.0;26.0;1.0;0.0;0.0;0.0;1.0;13.0;15.5;28.5;2.0915251918793465;29.787221509031703;21.06865942186659;0.0;0.17704603633096214;0.6889523936642815;0.025359988652475893;0.14727980073138078;0.13854627496310745;2.7917926494891825;2.3260372865213865;2.0915251918793465;0.8991795634571468;0.1608865532214882;0.9087272246001254;1.489109387648374
327.0;327.0;25.0;0.0;0.0;0.0;0.0;0.0;12.0;16.5;28.5;1.8566329636452181;19.329195487677442;48.73098649540209;0.0;0.16390108173292522;0.40526510284891865;0.0021517447769151972;0.1330006539161582;0.12456346378495513;4.607293891906738;1.966812980795103;1.8566329636452181;0.9439804301549081;0.1547194136371015;0.9439804301549082;1.5988138823902
332.0;332.0;27.0;2.0;0.0;0.0;0.0;1.0;14.0;16.5;30.5;0.3966308873994114;17.348732809437283;4.984150880184264;0.0;0.1914036142139851;1.4742807954138342;0.02575409081809454;0.12180271751612233;0.27172555938624293;3.256286064783732;3.2962567973953965;1.4578039034894494;0.12032766613111492;0.028330777671386528;0.148015897127801;0.9853912705156921
338.0;338.0;31.0;1.0;0.0;0.0;0.0;1.0;15.5;17.0;32.5;2.3653524304924916;23.133629582219356;8.14323498905953;0.0;0.23786381841461338;1.7116545645953591;0.030585521680559627;0.16984320287671023;0.30354339140177605;3.3096662567507837;3.5926024706702004;2.4018240538541304;0.6583952579788864;0.15260338261241882;0.6415577771749228;1.7009401267282338
339.0;339.0;20.0;0.0;0.0;0.0;0.0;0.0;9.5;17.5;27.0;1.8411721395417164;28.202282216594348;41.025634156772654;0.0;0.43452591541166885;3.584976558370023;0.011062634755402931;0.15954146506403152;0.8942554194697129;3.1594005107879637;4.127996196410855;2.038741779207563;0.44602079360987534;0.19380759363597014;0.4460207936098754;2.465221304424372
341.0;341.0;30.0;1.0;0.0;0.0;0.0;1.0;15.0;17.0;32.0;2.1554795818470947;31.975957162315513;18.050550728519116;0.0;0.17315402821744758;0.3568938838258187;0.04480715694133283;0.17745396315148163;0.0872938411289822;2.814052128791809;2.5582632817270228;2.192684900662674;0.8425558062155282;0.14369863878980632;0.8298890893219588;1.3144578392710335
357.0;357.0;21.0;0.0;0.0;0.0;0.0;0.0;10.0;18.0;28.0;2.051645092050971;11.578336163838022;52.56304656854048;0.0;0.21874039379475557;0.7104976386917997;0.04048907244024637;0.20729055104487812;0.14498301676003367;4.998634554090954;2.1874039379475554;2.051645092050971;0.9379360878247448;0.2051645092050971;0.9379360878247447;1.0427409731649955
358.0;358.0;29.0;0.0;0.0;0.0;0.0;0.0;14.0;18.5;32.5;1.4895729589079636;13.508718846140846;9.379983099001148;0.0;0.14513848738042248;0.6779609361042418;0.01884082901766362;0.11155992336350562;0.1433312330791541;3.944218939748304;2.031938823325915;1.5131641102263487;0.7330796290755462;0.10639806849342597;0.7330796290755462;1.320063758329199
362.0;362.0;27.0;0.0;0.0;0.0;0.0;0.0;13.0;18.5;31.5;2.3736341133904904;16.090226901980206;25.461472593967823;0.0;0.194358943036953;0.38883596555099864;0.0626577026304825;0.18936317215621254;0.0776567455622605;3.6958277578707093;2.5266662594803893;2.3736341133904904;0.9394331778026869;0.18258723949157618;0.939433177802687;0.47374889556881955
383.0;383.0;25.0;0.0;0.0;0.0;0.0;0.0;12.0;19.5;31.5;0.4902986313270717;30.890713121062195;33.33141392916797;0.0;0.27601040255079445;2.572906021118076;0.024449782234649144;0.18426439281488416;0.49668633549979657;3.550279951095581;3.312124830609533;0.8295817756054188;0.14803144700220783;0.040858219277255976;0.14803144700220783;1.7104192754174188
385.0;385.0;30.0;0.0;0.0;0.0;0.0;0.0;14.5;20.0;34.5;1.7507897387241194;11.881377437212164;39.481624423419106;0.0;0.13621095780273088;0.2618931564384878;0.009043094724353237;0.12862473800257296;0.06353580081224416;3.3812554756800335;1.9750588881395972;1.7507897387241194;0.8864493860095849;0.12074411991200823;0.8864493860095847;1.2676373668423284
386.0;386.0;21.0;0.0;0.0;0.0;0.0;0.0;10.0;20.5;30.5;1.4208260648038138;24.05447652596295;10.226796400870914;0.0;0.15885032353905362;0.3352121363277259;0.02897022299040496;0.18055009234301414;0.0808176412617078;3.6277217864990234;1.588503235390536;1.4208260648038138;0.8944432929999677;0.14208260648038137;0.8944432929999675;1.281650163495335
387.0;387.0;23.0;0.0;0.0;0.0;0.0;0.0;11.0;20.0;31.0;1.6681453596973002;34.93437031906393;12.129516867476498;0.0;0.25702728149633247;3.6512727252919523;0.0043570259812966885;0.06387306332300578;0.7636895452377852;3.404638922732809;2.827300096459657;1.8427316697759601;0.5900135474780872;0.15164957815430002;0.5900135474780871;3.045700846909136
388.0;388.0;20.0;1.0;0.0;0.0;0.0;1.0;10.0;20.5;30.5;0.4513884925063089;1.9820634163619217;12.371189520603586;0.0;0.23709072302779471;1.401079507640881;0.03159564021293607;0.1056800328467328;0.337764577000594;3.023194372653961;2.6626722544113393;0.4513884925063089;0.16952461639185157;0.04513884925063089;0.19038640008423763;2.383186727031331
389.0;389.0;19.0;2.0;0.0;0.0;0.0;1.0;10.0;20.5;30.5;2.098432719124868;31.859775445511474;13.269651912442928;0.0;0.5855094771764839;2.9450584682049445;0.028119524750017704;0.23290442598243402;0.8662747429058707;2.8647560696852836;6.505653828807337;2.098432719124868;0.322555238004351;0.2098432719124868;0.3583943216844566;1.1396425685523972
395.0;395.0;41.0;0.0;0.0;0.0;0.0;0.0;20.0;21.0;41.0;3.309732797942563;23.212622229479837;27.079478982676736;0.0;0.25901456960074265;1.8682714662369078;0.025093874792803124;0.1959825312253214;0.3259895564818963;3.9252724240465864;5.180291392014853;3.309732797942563;0.6389086148791441;0.16548663989712814;0.6389086148791441;1.5704210373808214
402.0;402.0;23.0;0.0;0.0;0.0;0.0;0.0;11.0;21.5;32.5;2.285349067601442;31.123525492457297;40.40030007429773;0.0;0.2103152055226189;0.4104725900610726;0.0912771112321774;0.22226172127000693;0.08522385024163881;4.015870664430701;2.3134672607488076;2.285349067601442;0.9878458651114584;0.20775900614558562;0.9878458651114583;0.45516081708374706
409.0;409.0;29.0;1.0;0.0;0.0;0.0;1.0;14.5;21.5;36.0;2.2869424257760738;15.593124813255649;5.672613773382409;0.0;0.20873658427503672;0.8909506904892794;0.03947703049205355;0.18966105876364328;0.16239090570527426;4.145359869661002;3.015568211002798;2.304445258149611;0.7583786091894016;0.15772016729490163;0.7555942713285251;1.6133164351712441
421.0;421.0;26.0;1.0;0.0;0.0;0.0;1.0;13.0;22.5;35.5;0.3030449084968598;11.117103113770684;60.457015134866666;0.0;0.2560530668664165;1.917931422316961;0.015231869499965058;0.15048533629043906;0.37290079359530237;3.2256611860715427;3.283290171899014;1.2861854772959194;0.09229915500328208;0.023311146807450753;0.09104029525103183;2.1454501658954106
423.0;423.0;19.0;0.0;0.0;0.0;0.0;0.0;9.0;22.5;31.5;1.6725166145761274;29.653076477218818;39.354732420159685;0.0;0.1992577517456994;0.516806704961206;0.017537773759294207;0.2092644507270614;0.13197162233230975;4.455832368449161;1.793319765711294;1.6725166145761274;0.9326371384262016;0.1858351793973475;0.9326371384262013;1.0768997279232528
426.0;426.0;22.0;0.0;0.0;0.0;0.0;0.0;10.5;23.0;33.5;1.523821237370298;13.931876202407274;29.918892291220992;0.0;0.24637869901455403;0.6361996666510854;0.05378813222430074;0.20427084706791956;0.14095547911886216;3.4056835282932627;2.5869763396528183;1.523821237370298;0.5890356297478934;0.14512583213050456;0.5890356297478936;2.027654598998451
441.0;441.0;28.0;0.0;0.0;0.0;0.0;0.0;13.5;24.0;37.5;3.232045233666657;28.670219709825567;52.12303920378816;0.0;0.2460524878767128;0.5330533368421874;0.01952472641813527;0.2388694007781622;0.14233453145488262;3.2865149123328075;3.321708586335623;3.232045233666657;0.9730068576642122;0.239410758049382;0.9730068576642122;0.7622449676972661
455.0;455.0;31.0;1.0;0.0;0.0;0.0;1.0;15.5;25.5;41.0;1.2230041901266933;10.01056561061727;54.95852886137738;0.0;0.24600607748206935;1.3985986493907365;0.014833663256640995;0.20307188423358763;0.2640763572403326;3.8759417610783733;4.389390486926409;1.4494584435456963;0.27862733875451573;0.07890349613720601;0.32073799535687103;1.1536472708170782
457.0;457.0;19.0;0.0;0.0;0.0;0.0;0.0;9.0;25.5;34.5;2.052759388649339;25.23711806446663;18.979351977913918;0.0;0.23838283573712618;0.5522829696265397;0.012860819415648282;0.27353341415865134;0.1419115024786546;3.6317788048794397;2.1454455216341364;2.052759388649339;0.9567986546150095;0.22808437651659322;0.9567986546150098;0.9751607004380287
465.0;465.0;21.0;1.0;0.0;0.0;0.0;1.0;10.5;25.5;36.0;2.1006681623844985;21.05424128446116;42.11283330139446;0.0;0.19187815577805167;0.4801808952526793;0.022790756016537888;0.1571218843460459;0.12278907633562373;3.874309812273298;2.158872005406856;2.1006681623844985;0.9730396971767724;0.20006363451280937;1.042659773863086;0.5939791647881357
